sentences	label
Later heb ik gehoord dat de Griek hem duchtig geslagen heeft, maar omdat ik een vast principe heb, me nooit te bemoeien met dingen die me niet aangaan, ben ik terstond weggeloopen.	droogstoppel
Ik heb het dus niet gezien.  	droogstoppel
Ziedaar de reden waarom zyn trekken me	droogstoppel
zoo aan reukwerk herinnerden, en hoe men in Amsterdam twist kan krygen met een Griek.	droogstoppel
Als op latere kermissen die man weer met zyn kraam op de Westermarkt stond, ging ik my altyd elders vermaken.  	droogstoppel
Daar ik veel van wysgeerige opmerkingen houd, moet ik u toch even zeggen, lezer, hoe wonderbaar de zaken dezer wereld aan elkander hangen.	droogstoppel
Als de oogen van dat meisje minder zwart waren geweest, als ze korter vlechten had gehad, of als men my niet tegen die winkelkast had aangeworpen, zoudt ge nu dit boek niet lezen.	droogstoppel
Wees dus dankbaar dat dit zoo gebeurd is.	droogstoppel
Geloof me, alles in de wereld is goed, zÃ³Ã³	droogstoppel
als het is, en ontevreden menschen die altyd klagen, zyn myn vrienden niet.	droogstoppel
Daar hebt ge Busselinck & Waterman ... maar ik moet voortgaan, want myn boek moet af voor de voorjaarsveiling.  	droogstoppel
Ronduit gezegd--want ik houd van de waarheid--was my het weerzien van dien persoon niet aangenaam.	droogstoppel
Ik bemerkte terstond dat het geen soliede konnexie was.	droogstoppel
Hy zag zeer bleek, en toen ik hem vroeg	droogstoppel
hoe laat het was, wist hy 't niet.	droogstoppel
Dit zyn dingen, waar een mensch op let, die zoo'n twintig jaar de beurs bezocht heeft, en zooveel heeft bygewoond.	droogstoppel
Ik heb al wat huizen zien vallen!  	droogstoppel
Ik meende dat hy rechts zou gaan, en zei dat ik links moest.	droogstoppel
Doch zie, hy ging ook links, en ik kon dus niet vermyden in gesprek te treden.	droogstoppel
Maar ik bedacht gedurig dat hy niet wist	droogstoppel
hoe laat het was, en bespeurde bovendien dat zyn jasje tot aan de kin was dichtgeknoopt--dat een zeer slecht merk is--zoodat ik den toon van ons onderhoud	droogstoppel
wat flauw blyven liet.	droogstoppel
Hy verhaalde my dat hy in Indie was geweest, dat hy getrouwd was, dat hy kinderen had.	droogstoppel
Ik had daar niets tegen, maar vond er niets belangryks in.	droogstoppel
By de Kapelsteeg--ik ga anders nooit door die steeg, omdat het voor een fatsoenlyk man niet staat, vind ik--maar ditmaal wilde ik by de Kapelsteeg rechts-af-slaan.	droogstoppel
Ik wachtte tot wy dat straatje byna voorby waren, om goed te doen blyken dat zyn weg rechtuit leidde, en toen zei ik zeer beleefd ...	droogstoppel
want beleefd ben ik altyd, men kan nooit weten hoe men later iemand noodig heeft:  	droogstoppel
--Het was me byzonder aangenaam u weer te zien, m'nheer ... _r_	droogstoppel
... _r_!	droogstoppel
En ... Ã¨n ...	droogstoppel
ik rekommandeer me!	droogstoppel
Ik moet hierin.  	droogstoppel
Toen keek hy me heel gek aan, en zuchtte, en vatte opeens een knoop van myn jas ...  	droogstoppel
--Beste Droogstoppel, zeide hy, ik heb u iets te vragen.  	droogstoppel
Er ging my een rilling door de leden.	droogstoppel
Hy wist niet hoe laat het was, en wilde my iets vragen!	droogstoppel
Natuurlyk antwoordde ik dat ik geen tyd had, en naar de beurs moest, schoon het avend was.	droogstoppel
Maar als men zoo'n twintig jaren de beurs heeft bezocht ...	droogstoppel
en iemand wil u iets vragen, zonder te weten	droogstoppel
hoe laat het is ...  	droogstoppel
Ik maakte myn knoop los, groette heel beleefd	droogstoppel
--want beleefd ben ik altyd --en ging de Kapelsteeg in, wat ik anders nooit doe, omdat het niet fatsoenlyk is, en fatsoen gaat my boven alles.	droogstoppel
Ik hoop dat niemand het gezien heeft.     	droogstoppel
Toen ik een dag daarna van de beurs kwam, zei Frits dat er iemand geweest was om my te spreken.	droogstoppel
Naar de beschryving was het de Sjaalman.	droogstoppel
Hoe hy me gevonden had	droogstoppel
... nu ja, 't adreskaartje!	droogstoppel
Ik dacht er over, myn kinderen van school te nemen, want het is lastig, nog twintig, dertig jaren later te worden nagezeten door een schoolkameraad die een sjaal draagt in plaats van een jas, en die niet weet	droogstoppel
hoe laat het is.	droogstoppel
Ook heb ik Frits verboden naar de Westermarkt te gaan, als er kramen staan.  	droogstoppel
dag ontving ik een brief met een groot pak.	droogstoppel
Ik zal u den brief laten lezen:  	droogstoppel
Ik vind dat hy wel had kunnen zeggen:	droogstoppel
Droogstoppel_, omdat ik makelaar ben.  	droogstoppel
Ik ben gisteren ten-uwent geweest met het doel u een verzoek te doen.	droogstoppel
Ik geloof dat gy in goede omstandigheden verkeert_ ...  	droogstoppel
Dit is waar: we zyn met ons dertienen op 't kantoor.  	droogstoppel
_en ik wenschte gebruik te maken van uw krediet, om een zaak tot-stand te brengen, die voor my van groot gewicht is_.  	droogstoppel
Zou men niet denken dat het om een order op de voorjaarsveiling te doen was?  	droogstoppel
Door velerlei omstandigheden ben ik op 't oogenblik eenigszins om geld verlegen_.  	droogstoppel
Hy had geen hemd aan.	droogstoppel
Dat noemt hy _eenigszins_!  	droogstoppel
Ik kan myn lieve vrouw niet alles geven wat tot veraangenaming des levens noodig is, en ook de opvoeding myner kinderen is, uit een geldelyk oog, niet zooals ik wenschen zou_.  	droogstoppel
Veraangenaming des levens?	droogstoppel
Opvoeding van de kinderen?	droogstoppel
Meent ge dat hy voor zyn vrouw een loge in de Opera huren wilde, en zyn kinderen op een instituut doen te GenÃ¨ve?	droogstoppel
't Was najaar, en vry koud ...	droogstoppel
welnu, hy woonde op een vliering, zonder vuur.	droogstoppel
Toen ik dien brief ontving, wist ik dit niet, maar later ben ik by hem geweest, en thans nog ben ik verstoord over den zotten toon van zyn geschryf.	droogstoppel
Wat drommel, wie arm is, kan zeggen dat hy arm is!	droogstoppel
Armen moeten er zyn, dit is noodig in de maatschappy, en 't is Gods wil.	droogstoppel
Als hy maar geen aalmoes vraagt, en niemand lastig valt, heb ik er volstrekt niet tegen dat hy arm is, maar die opsiering van de zaak komt niet te-pas.	droogstoppel
Luister verder:  	droogstoppel
Daar op my de verplichting rust, in de behoeften der mynen te voorzien, heb ik besloten een talent aantewenden, dat, naar ik geloof, my gegeven is.	droogstoppel
_ ...  Poeh!	droogstoppel
Ge weet, lezer, hoe ik en alle verstandige menschen daarover denken.  	droogstoppel
_en schryver.	droogstoppel
Sedert myn kindsheid drukte ik myn aandoeningen in verzen uit, en ook later schreef ik dagelyks neder wat er omging in myn ziel.	droogstoppel
Ik geloof dat er onder dat alles eenige opstellen zyn, die waarde hebben, en ik zoek daarvoor een uitgever.	droogstoppel
Maar dit is juist het moeielyke.	droogstoppel
Het publiek kent my niet, en de uitgevers beoordeelen de werken meer naar den gevestigden naam van den schryver, dan naar den inhoud_.  	droogstoppel
Juist zooals wy de koffi naar de renommee van de merken.	droogstoppel
Hoe anders?  	droogstoppel
Als ik dus mag aannemen dat myn werk niet geheel zonder verdienste is, zou dat toch eerst na de uitgave blyken, en de boekhandelaars vragen de betaling van drukloon, enz. vooruit_ ...  	droogstoppel
Daar hebben ze groot gelyk in.  	droogstoppel
_wat my op die oogenblik niet gelegen komt.	droogstoppel
Daar ik evenwel overtuigd ben dat myn	droogstoppel
de kosten dekken zou, en gerust daarop myn woord durf verpanden, ben ik, aangemoedigd door onze ontmoeting van voorgisteren_....  	droogstoppel
Dat noemt hy aanmoedigen!  	droogstoppel
_tot het besluit gekomen u te vragen of ge voor my by een boekhandelaar zoudt willen borg-staan voor de kosten eener	droogstoppel
eerste uitgave, al ware het slechts van een klein boekdeeltje.	droogstoppel
Ik laat de keus van die eerste proeve geheel aan u over.	droogstoppel
In het pak dat hiernevens gaat, zult ge vele handschriften vinden, en daaruit zien dat ik veel gedacht, gewerkt en bygewoond heb_ ...  	droogstoppel
Ik heb nooit gehoord dat hy zaken deed.  	droogstoppel
_en als de gaaf van wÃ¨l zeggen me niet geheel-en-al ontbreekt, is het gewis niet door gebrek aan_ indrukken, _dat ik niet slagen zou_.  	droogstoppel
In afwachting van een vriendelyk antwoord, noem ik my uw ouden schoolmakker_ ...  	droogstoppel
En zyn naam stond er onder.	droogstoppel
Maar dien verzwyg ik, omdat ik er niet van houd, iemand in opspraak te brengen.  	droogstoppel
Waarde lezer, ge begrypt	droogstoppel
ik stond te kyken, toen men my daar zoo op-eens wilde verheffen tot makelaar in verzen.	droogstoppel
Ik ben zeker dat die Sjaalman--zoo zal ik hem maar blyven noemen--als de man me by-dag had gezien, zich met zulk een verzoek niet tot my zou gewend hebben.	droogstoppel
Want deftigheid en fatsoen laten zich niet verbergen.	droogstoppel
Maar 't was avend, en ik trek het me dus niet aan.  	droogstoppel
Het spreekt vanzelf dat ik van die gekheid niets weten wilde.	droogstoppel
Ik zou het pak door Frits hebben laten terugbrengen, maar ik wist zyn adres niet, en hy liet niets van zich hooren.	droogstoppel
Ik dacht dat hy ziek was, of dood, of zoo-iets.  	droogstoppel
De vorige week was er krans by de Rosemeyers, die in suiker doen.	droogstoppel
Frits was voor het eerst meegegaan.	droogstoppel
Hy is zestien jaar, en ik vind het goed dat een jong mensch in de wereld komt.	droogstoppel
Anders loopt hy naar de Westermarkt of zulke dingen.	droogstoppel
De meisjes hadden piano gespeeld en gezongen, en by 't dessert plaagden ze elkaar met iets dat in de voorkamer scheen gebeurd te zyn, terwyl wy achter aan 't _gentsch whisten	droogstoppel
_ waren, iets waarin Frits betrokken scheen.	droogstoppel
"Ja, ja, Louise, riep Betsy Rosemeyer, geschreid heb je!	droogstoppel
Papa, Frits heeft Louise aan 't schreien gemaakt."  	droogstoppel
Myn vrouw zei hierop dat Frits dan voortaan niet meer mee zou naar den krans.	droogstoppel
Ze dacht dat hy Louise geknepen had, of zoo-iets wat niet te-pas komt, en ook ik maakte my gereed er een hartig woordje bytevoegen, toen Louise riep:  	droogstoppel
--Neen, neen, Frits is heel lief geweest!	droogstoppel
Ik wou dat hy 't nog-eens deed!  	droogstoppel
Hy had haar niet geknepen, hy had gereciteerd, daar hebt ge 't.  Natuurlyk ziet de vrouw van 't huis gaarne dat er aan het dessert een aardigheidje plaats heeft.	droogstoppel
Mevrouw Rosemeyer--de Rosemeyers laten zich _mevrouw_ noemen, omdat ze in suiker doen	droogstoppel
, en aandeel in een schip hebben--mevrouw Rosemeyer begreep dat wat Louise aan 't schreien had gemaakt, ook Ã²ns vermaken zou, en vroeg een dacapo aan Frits, die zoo rood zag als een kalkoen.	droogstoppel
Ik begreep Ã³m de wereld niet, wÃ	droogstoppel
t hy dan toch opgesneden had, want ik kende zyn repertoire op een haar.	droogstoppel
de _godenbruiloft, de boeken van het Oude-Testament op rym, en een epizode uit de bruiloft van Kamacho_, dat de jongens altyd zoo aardig vinden, omdat er iets van een "brillekiek" in komt.	droogstoppel
Wat er onder dit alles wezen kon dat tranen uitlokte, was my een raadsel.	droogstoppel
't Is waar, zoo'n meisje schreit gauw.  	droogstoppel
"Toe, Frits!	droogstoppel
Och ja, Frits!	droogstoppel
Kom, Frits!	droogstoppel
Zoo ging het, en Frits begon.	droogstoppel
Daar ik niet houd van dat bestudeerd spannen van des lezers nieuwsgierigheid, zal ik maar terstond zeggen dat ze te-huis het pak van Sjaalman hadden opengemaakt, en daaruit hadden Frits en Marie een neuswysheid en een sentimentaliteit geput, die me later veel last in huis gehaald hebben.	droogstoppel
Toch moet ik erkennen, lezer, dat dit boek ook uit dat pak komt, en ik zal me naderhand hierop behoorlyk verantwoorden, want ik hecht er aan, dat men my beschouwe als iemand die de waarheid lief heeft, en die goed voor zyn zaken is.	droogstoppel
Onze firma is _Last & Co, Makelaars in koffi, Lauriergracht, NÂ° 37_.  	droogstoppel
Toen reciteerde Frits een ding dat van nonsens aan-Ã©	droogstoppel
Neen 't hing niet aan-een.	droogstoppel
Een jong mensch schreef aan zyn moeder, dat hy verliefd was geweest, en dat zyn meisje met een ander getrouwd was--waarin ze groot gelyk had, vind ik--dat hy echter, in weerwil hiervan, altyd veel van zyn moeder hield.	droogstoppel
Zyn deze laatste drie regels duidelyk of niet?	droogstoppel
Vindt ge dat er veel omslag noodig is, om dat te zeggen?	droogstoppel
Welnu, ik heb een broodje met kaas gegeten, daarna twee peren geschild, en ik was ruim half gereed met het orberen van de derde, voor Frits klaar was met die vertelling.	droogstoppel
Maar Louise schreide weer, en de dames zeiden dat het heel mooi was.	droogstoppel
Toen vertelde Frits, die, geloof ik, meende dat hy een groot stuk had uitgevoerd, dat hy 't ding in dat pak had gevonden van den man die een sjaal droeg, en ik legde aan de heeren uit, hoe dat in myn huis kwam.	droogstoppel
Maar van de Griekin sprak ik niet, omdat Frits er by was, en ook zeide ik niets van de Kapelsteeg.	droogstoppel
Ieder vond dat ik heel goed had gehandeld, me van dien man aftehelpen.	droogstoppel
Straks zult ge zien dat er ook andere dingen in dat pak waren van meer solieden aard, en daarvan komt een-en-ander in dit boek, omdat de _Koffiveilingen van de Handelmaatschappy_ er mee in verband staan.	droogstoppel
Want ik leef voor myn vak.  	droogstoppel
Later vroeg my de uitgever of ik hier niet by voegen wilde, wat Frits gereciteerd had.	droogstoppel
Ik wil 't wel doen, mits men wete dat ik me niet ophoud met zulke dingen.[4	droogstoppel
leugens en gekheid!	droogstoppel
Ik houd myn aanmerkingen terug, anders wordt myn boek te dik.	droogstoppel
Ik wil hier alleen byzeggen, dat die vertelling zoo omstreeks 1843 in de buurt van Padang geschreven is, en dat dit een inferieur merk is.	droogstoppel
De koffi, meen ik.  	droogstoppel
Moeder, 'k	droogstoppel
ben wel ver van 't land Waar me 't leven werd geschonken, Waar myn eerste tranen blonken, Waar ik opwies aan uw hand...	droogstoppel
Waar uw moedertrouw der ziel Van den knaap haar zorgen wydde, En hem liefdryk stond ter-zyde	droogstoppel
, En hem ophief als hy viel...	droogstoppel
Schynbaar scheurde 't lot de banden	droogstoppel
Die ons bonden, wreed van-een.. 'k Sta hier wel aan vreemde stranden Met myzelf en God, alleen...	droogstoppel
Maar toch, moeder, wat me griefde, Wat me vreugd gaf of verdriet, Moeder, twyfel aan de liefde, Aan het hart uws zoons toch niet!  	droogstoppel
't Is nog nauwlyks	droogstoppel
Toen ik 't laatst op gindschen grond Zwygend aan den oever stond	droogstoppel
Om de toekomst in te staren...	droogstoppel
Toen ik 't schoone tot my riep	droogstoppel
Dat ik van de toekomst wachtte, En het heden stout verachtte, En my paradyzen schiep...	droogstoppel
Toen, door alle stoornis heen	droogstoppel
Die zich opdeed voor myn schreÃªn, 't Hart zich koen een uitweg baande, En zich droomend zalig waande...  	droogstoppel
Maar die tyd, sints 't laatst vaarwel Hoe gezwind ook ons onttogen, Onbevatbaar bliksemsnel, Als een schim voorbygevlogen...	droogstoppel
O, hy liet in 't voorwaarts gaan, Diepe, diepe sporen staan!	droogstoppel
'k Proefde vreugde en smart met-Ã©	droogstoppel
n, 'k Heb gedacht en 'k heb gestreden, 'k Heb gejuicht en 'k heb gebeden:	droogstoppel
't Is me als vlogen eeuwen heen!	droogstoppel
'k Heb naar levensheil gestreefd, 'k Heb gevonden en verloren, En, een kind nog kort te-voren, Jaren in Ã©	droogstoppel
n uur doorleefd!  	droogstoppel
Maar toch, moeder! wil 't gelooven, By den Hemel die my ziet, Moeder!	droogstoppel
wil het toch gelooven, Neen, uw kind vergat u niet!  	droogstoppel
'k Minde een meisje.	droogstoppel
Heel myn leven Scheen my door die liefde schoon.	droogstoppel
'k Zag in haar een eerekroon, Als een eindloon van myn streven, My door God ten doel gegeven.	droogstoppel
Zalig door den reinen schat	droogstoppel
Zyn zorg my toegewogen, Die Zyn gunst geschonken had, Dankte ik met een traan in de oogen.	droogstoppel
Liefde was met godsdienst	droogstoppel
Ã©Ã©	droogstoppel
En 't gemoed dat opgetogen, Dankend opsteeg tot den Hoogen, Dankte en bad voor haar alleen!  	droogstoppel
Zorgen baarde my die liefde, Onrust kwelde my het hart, En ondraaglyk was de smart	droogstoppel
Die my 't week gemoed doorgriefde.	droogstoppel
'k Heb slechts angst en leed gegaard, Waar ik 't hoogst genot verwachtte, En voor 't heil waarnaar ik trachtte, Was me gif en wee bewaard...  	droogstoppel
'k Vond genot in 't lydend zwygen!	droogstoppel
'k Stond standvastig hopend daar, Onspoed deed den prys my stygen: 'k Droeg en leed zoo graag voor haar!	droogstoppel
'k Telde ramp noch onspoedsslagen,	droogstoppel
Vreugde schiep ik in verdriet, Alles, alles wilde ik dragen...	droogstoppel
Roofde 't lot my haar slechts niet!  	droogstoppel
En dÃ t beeld, _my_ 't schoonste op aarde, Dat ik omdroeg in 't gemoed	droogstoppel
Als een onwaardeerbaar goed, En zoo trouw in 't hart bewaarde...	droogstoppel
Vreemd_ was 't eenmaal aan myn zinnen!	droogstoppel
En al houdt die liefde stand Tot de laatste snik van 't leven	droogstoppel
Me in een beter vaderland Eind'lyk haar zal wedergeven...	droogstoppel
k Had _begonnen_ haar te minnen!  	droogstoppel
Wat is min die eens _begon_, By de liefde _	droogstoppel
't Kind door God in 't hart gedreven	droogstoppel
Toen het nog niet staam'len kon?	droogstoppel
Toen het aan de moederborst, Nauw den moederschoot onttogen, 't Eerste vocht vond voor den dorst, 't Eerste licht in moederoogen?  	droogstoppel
Neen, geen band die vaster bindt, Vaster harten houdt omsloten, Dan de band, door God gesloten Tusschen 't moederhart en 't kind!  	droogstoppel
En een hart, dat zÃ³Ã³ zich hechtte Aan het schoon dat even blonk, Dat me niets dan doornen schonk, En geen enkel bloempje vlechtte...	droogstoppel
Zou datzelfde hart de trouw Van het moederhart vergeten?	droogstoppel
En de liefde van de vrouw	droogstoppel
Die myn eerste kinderkreten	droogstoppel
in 't bezorgd gemoed?	droogstoppel
Die my, als ik weende, suste, Traantjes van de wangen kuste, Die my voedde met haar bloed?  	droogstoppel
Moeder! wil het niet gelooven, By den hemel die my ziet, Moeder! wil het niet gelooven, Neen,	droogstoppel
uw kind vergat u niet!  	droogstoppel
'k Ben hier	droogstoppel
vÃ¨r van wat het leven	droogstoppel
Ginds ons zoets en schoons kan geven En 't genot van de eerste jeugd, Vaak geroemd en hoog geprezen, Kan wel hier myn deel niet wezen:	droogstoppel
't Eenzaam harte kent geen vreugd.	droogstoppel
Steil en doornig zyn myn paden, Onspoed drukt me diep ter-neer, En de last	droogstoppel
Knelt me, en doet	droogstoppel
het hart me zeer...	droogstoppel
Laat het slechts myn tranen tuigen, Als zoo menig moed'loos uur	droogstoppel
Me in den boezem der Natuur, 't Hoofd zoo treurig neer doet buigen...  	droogstoppel
Vaak, als my de moed ontzonk, Is de zucht me schier ontvloden: "Vader!	droogstoppel
