	sentences	label	length	n_words	pos_tag	dependency	trigrams
795	As soon as the arrival of the new Assistant Resident was known, a pcndoppo was erected in great haste ; a table and some chairs brought there with some refreshments, and in that ' pendoppo ' the Regent, with the Controller, awaited the arrival of the new chief.	stern	261	48	['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'PROPN', 'PROPN', 'AUX', 'ADJ', 'PUNCT', 'CCONJ', 'NOUN', 'AUX', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PUNCT', 'X', 'X', 'X', 'X', 'NOUN', 'VERB', 'ADJ', 'X', 'ADJ', 'NOUN', 'PUNCT', 'X', 'ADP', 'NOUN', 'PUNCT', 'X', 'PUNCT', 'X', 'X', 'PUNCT', 'X', 'X', 'PROPN', 'PUNCT', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'PUNCT']	['case', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'nsubj', 'flat', 'cop', 'ROOT', 'punct', 'case', 'obl', 'cop', 'nsubj', 'case', 'obl', 'conj', 'punct', 'obl', 'fixed', 'fixed', 'amod', 'fixed', 'ROOT', 'amod', 'obj', 'nmod', 'obj', 'punct', 'conj', 'case', 'parataxis', 'punct', 'appos', 'punct', 'appos', 'fixed', 'punct', 'conj', 'fixed', 'flat', 'punct', 'conj', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'xcomp', 'punct']	"[['As', 'soon', 'as'], ['soon', 'as', 'the'], ['as', 'the', 'arrival'], ['the', 'arrival', 'of'], ['arrival', 'of', 'the'], ['of', 'the', 'new'], ['the', 'new', 'Assistant'], ['new', 'Assistant', 'Resident'], ['Assistant', 'Resident', 'was'], ['Resident', 'was', 'known,'], ['was', 'known,', 'a'], ['known,', 'a', 'pcndoppo'], ['a', 'pcndoppo', 'was'], ['pcndoppo', 'was', 'erected'], ['was', 'erected', 'in'], ['erected', 'in', 'great'], ['in', 'great', 'haste'], ['great', 'haste', ';'], ['haste', ';', 'a'], [';', 'a', 'table'], ['a', 'table', 'and'], ['table', 'and', 'some'], ['and', 'some', 'chairs'], ['some', 'chairs', 'brought'], ['chairs', 'brought', 'there'], ['brought', 'there', 'with'], ['there', 'with', 'some'], ['with', 'some', 'refreshments,'], ['some', 'refreshments,', 'and'], ['refreshments,', 'and', 'in'], ['and', 'in', 'that'], ['in', 'that', ""'""], ['that', ""'"", 'pendoppo'], [""'"", 'pendoppo', ""'""], ['pendoppo', ""'"", 'the'], [""'"", 'the', 'Regent,'], ['the', 'Regent,', 'with'], ['Regent,', 'with', 'the'], ['with', 'the', 'Controller,'], ['the', 'Controller,', 'awaited'], ['Controller,', 'awaited', 'the'], ['awaited', 'the', 'arrival'], ['the', 'arrival', 'of'], ['arrival', 'of', 'the'], ['of', 'the', 'new'], ['the', 'new', 'chief.']]"
796	"After a broadbrimmed hat, an umbrella, or a hollow tree, a 'pendoppo' is certainly the most simple representation of the idea ""roof."	stern	132	22	['NOUN', 'X', 'X', 'VERB', 'PUNCT', 'INTJ', 'NOUN', 'PUNCT', 'X', 'X', 'X', 'VERB', 'PUNCT', 'CCONJ', 'PUNCT', 'X', 'PUNCT', 'AUX', 'X', 'X', 'NOUN', 'ADJ', 'NOUN', 'CCONJ', 'X', 'X', 'PUNCT', 'NOUN', 'PUNCT']	['parataxis', 'cc', 'fixed', 'conj', 'punct', 'ROOT', 'fixed', 'punct', 'parataxis', 'fixed', 'fixed', 'fixed', 'punct', 'cc', 'punct', 'conj', 'punct', 'cop', 'nsubj', 'appos', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'punct', 'parataxis', 'punct']	"[['After', 'a', 'broadbrimmed'], ['a', 'broadbrimmed', 'hat,'], ['broadbrimmed', 'hat,', 'an'], ['hat,', 'an', 'umbrella,'], ['an', 'umbrella,', 'or'], ['umbrella,', 'or', 'a'], ['or', 'a', 'hollow'], ['a', 'hollow', 'tree,'], ['hollow', 'tree,', 'a'], ['tree,', 'a', ""'pendoppo'""], ['a', ""'pendoppo'"", 'is'], [""'pendoppo'"", 'is', 'certainly'], ['is', 'certainly', 'the'], ['certainly', 'the', 'most'], ['the', 'most', 'simple'], ['most', 'simple', 'representation'], ['simple', 'representation', 'of'], ['representation', 'of', 'the'], ['of', 'the', 'idea'], ['the', 'idea', '""roof.']]"
797	Picture to yourself four or six bamboo canes, driven into the ground, tied together at the top with other bamboos, on which is placed a cover of the large leaves of the water-pabn, called in these regions atap, and you will have an idea of such a ' pendoppo.'	stern	259	49	['X', 'X', 'X', 'X', 'X', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'ADV', 'ADJ', 'X', 'VERB', 'PUNCT', 'NOUN', 'ADJ', 'X', 'X', 'X', 'X', 'NOUN', 'ADJ', 'PUNCT', 'X', 'ADJ', 'AUX', 'X', 'X', 'NOUN', 'CCONJ', 'X', 'X', 'VERB', 'CCONJ', 'X', 'X', 'PUNCT', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'X', 'X', 'X', 'NOUN', 'INTJ', 'NOUN', 'CCONJ', 'NOUN', 'X', 'PUNCT', 'X', 'PUNCT', 'PUNCT']	['ROOT', 'fixed', 'fixed', 'fixed', 'fixed', 'case', 'amod', 'nmod', 'punct', 'amod', 'obj', 'fixed', 'fixed', 'punct', 'obj', 'nmod', 'appos', 'fixed', 'fixed', 'fixed', 'obl', 'nmod', 'punct', 'mark', 'nsubj', 'cop', 'conj', 'cc', 'conj', 'cc', 'fixed', 'fixed', 'acl:relcl', 'cc', 'conj', 'fixed', 'punct', 'appos', 'case', 'amod', 'obl', 'obl', 'punct', 'conj', 'fixed', 'fixed', 'fixed', 'case', 'fixed', 'cc', 'conj', 'fixed', 'fixed', 'obl', 'punct', 'ROOT']	"[['Picture', 'to', 'yourself'], ['to', 'yourself', 'four'], ['yourself', 'four', 'or'], ['four', 'or', 'six'], ['or', 'six', 'bamboo'], ['six', 'bamboo', 'canes,'], ['bamboo', 'canes,', 'driven'], ['canes,', 'driven', 'into'], ['driven', 'into', 'the'], ['into', 'the', 'ground,'], ['the', 'ground,', 'tied'], ['ground,', 'tied', 'together'], ['tied', 'together', 'at'], ['together', 'at', 'the'], ['at', 'the', 'top'], ['the', 'top', 'with'], ['top', 'with', 'other'], ['with', 'other', 'bamboos,'], ['other', 'bamboos,', 'on'], ['bamboos,', 'on', 'which'], ['on', 'which', 'is'], ['which', 'is', 'placed'], ['is', 'placed', 'a'], ['placed', 'a', 'cover'], ['a', 'cover', 'of'], ['cover', 'of', 'the'], ['of', 'the', 'large'], ['the', 'large', 'leaves'], ['large', 'leaves', 'of'], ['leaves', 'of', 'the'], ['of', 'the', 'water-pabn,'], ['the', 'water-pabn,', 'called'], ['water-pabn,', 'called', 'in'], ['called', 'in', 'these'], ['in', 'these', 'regions'], ['these', 'regions', 'atap,'], ['regions', 'atap,', 'and'], ['atap,', 'and', 'you'], ['and', 'you', 'will'], ['you', 'will', 'have'], ['will', 'have', 'an'], ['have', 'an', 'idea'], ['an', 'idea', 'of'], ['idea', 'of', 'such'], ['of', 'such', 'a'], ['such', 'a', ""'""], ['a', ""'"", ""pendoppo.'""]]"
798	It is, as you see, as simple as possible, and here it had only to serve as a pied-A-lerre, for the European and native officials who were there to welcome their new chief.	stern	171	33	['X', 'AUX', 'PUNCT', 'X', 'X', 'X', 'PUNCT', 'X', 'X', 'X', 'X', 'PUNCT', 'X', 'X', 'X', 'AUX', 'PROPN', 'X', 'X', 'X', 'X', 'X', 'SYM', 'X', 'X', 'X', 'X', 'X', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'X', 'X', 'NOUN', 'X', 'ADJ', 'PUNCT']	['parataxis', 'cop', 'punct', 'conj', 'fixed', 'fixed', 'punct', 'nsubj', 'fixed', 'fixed', 'fixed', 'punct', 'conj', 'fixed', 'nsubj', 'aux', 'nmod', 'appos', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'amod', 'obl', 'amod', 'amod', 'obl', 'fixed', 'fixed', 'fixed', 'ROOT', 'punct']	[['It', 'is,', 'as'], ['is,', 'as', 'you'], ['as', 'you', 'see,'], ['you', 'see,', 'as'], ['see,', 'as', 'simple'], ['as', 'simple', 'as'], ['simple', 'as', 'possible,'], ['as', 'possible,', 'and'], ['possible,', 'and', 'here'], ['and', 'here', 'it'], ['here', 'it', 'had'], ['it', 'had', 'only'], ['had', 'only', 'to'], ['only', 'to', 'serve'], ['to', 'serve', 'as'], ['serve', 'as', 'a'], ['as', 'a', 'pied-A-lerre,'], ['a', 'pied-A-lerre,', 'for'], ['pied-A-lerre,', 'for', 'the'], ['for', 'the', 'European'], ['the', 'European', 'and'], ['European', 'and', 'native'], ['and', 'native', 'officials'], ['native', 'officials', 'who'], ['officials', 'who', 'were'], ['who', 'were', 'there'], ['were', 'there', 'to'], ['there', 'to', 'welcome'], ['to', 'welcome', 'their'], ['welcome', 'their', 'new'], ['their', 'new', 'chief.']]
799	"It was not very correct of me to call the Assistant Resident the ""chief"" of the Regent."	stern	87	17	['PRON', 'AUX', 'X', 'X', 'X', 'CCONJ', 'PRON', 'X', 'X', 'X', 'PROPN', 'X', 'X', 'PUNCT', 'X', 'PUNCT', 'X', 'X', 'PROPN', 'PUNCT']	['nsubj', 'cop', 'obl', 'fixed', 'ROOT', 'cc', 'conj', 'cop', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'dep', 'punct', 'fixed', 'fixed', 'fixed', 'punct']	"[['It', 'was', 'not'], ['was', 'not', 'very'], ['not', 'very', 'correct'], ['very', 'correct', 'of'], ['correct', 'of', 'me'], ['of', 'me', 'to'], ['me', 'to', 'call'], ['to', 'call', 'the'], ['call', 'the', 'Assistant'], ['the', 'Assistant', 'Resident'], ['Assistant', 'Resident', 'the'], ['Resident', 'the', '""chief""'], ['the', '""chief""', 'of'], ['""chief""', 'of', 'the'], ['of', 'the', 'Regent.']]"
800	I must explain the machinery of government in these regions.	stern	60	10	['SYM', 'VERB', 'X', 'X', 'X', 'CCONJ', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']	['nsubj', 'fixed', 'flat', 'fixed', 'fixed', 'cc', 'ROOT', 'case', 'amod', 'obl', 'punct']	[['I', 'must', 'explain'], ['must', 'explain', 'the'], ['explain', 'the', 'machinery'], ['the', 'machinery', 'of'], ['machinery', 'of', 'government'], ['of', 'government', 'in'], ['government', 'in', 'these'], ['in', 'these', 'regions.']]
801	"The so-called "" Dutch India ""—[I think the expression inaccurate, but it is the official term]—as far as regards the relation of its   population to the mother country, must be divided into two very distinct great divisions."	stern	224	39	['PROPN', 'PROPN', 'PUNCT', 'X', 'PROPN', 'PUNCT', 'PUNCT', 'NOUN', 'NOUN', 'X', 'X', 'X', 'X', 'PUNCT', 'NOUN', 'X', 'AUX', 'X', 'X', 'X', 'X', 'X', 'VERB', 'X', 'X', 'CCONJ', 'DET', 'SPACE', 'X', 'X', 'X', 'X', 'NOUN', 'PUNCT', 'X', 'PROPN', 'PROPN', 'NOUN', 'ADJ', 'X', 'X', 'ADJ', 'ADJ', 'PUNCT']	['ROOT', 'flat', 'punct', 'appos', 'flat', 'punct', 'mark', 'ROOT', 'appos', 'fixed', 'fixed', 'fixed', 'amod', 'punct', 'parataxis', 'nsubj', 'cop', 'nmod', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'conj', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'punct', 'conj', 'fixed', 'fixed', 'nsubj', 'appos', 'appos', 'nmod', 'obj', 'xcomp', 'punct']	"[['The', 'so-called', '""'], ['so-called', '""', 'Dutch'], ['""', 'Dutch', 'India'], ['Dutch', 'India', '""—[I'], ['India', '""—[I', 'think'], ['""—[I', 'think', 'the'], ['think', 'the', 'expression'], ['the', 'expression', 'inaccurate,'], ['expression', 'inaccurate,', 'but'], ['inaccurate,', 'but', 'it'], ['but', 'it', 'is'], ['it', 'is', 'the'], ['is', 'the', 'official'], ['the', 'official', 'term]—as'], ['official', 'term]—as', 'far'], ['term]—as', 'far', 'as'], ['far', 'as', 'regards'], ['as', 'regards', 'the'], ['regards', 'the', 'relation'], ['the', 'relation', 'of'], ['relation', 'of', 'its'], ['of', 'its', ''], ['its', '', ''], ['', '', 'population'], ['', 'population', 'to'], ['population', 'to', 'the'], ['to', 'the', 'mother'], ['the', 'mother', 'country,'], ['mother', 'country,', 'must'], ['country,', 'must', 'be'], ['must', 'be', 'divided'], ['be', 'divided', 'into'], ['divided', 'into', 'two'], ['into', 'two', 'very'], ['two', 'very', 'distinct'], ['very', 'distinct', 'great'], ['distinct', 'great', 'divisions.']]"
802	One of these consists of tribes whose kings and princes have been content to be tributary to Holland, but have nevertheless retained the direct government, in a greater or less degree, in their own hands.	stern	204	35	['NOUN', 'CCONJ', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'X', 'X', 'X', 'X', 'ADJ', 'NOUN', 'NOUN', 'X', 'X', 'X', 'X', 'X', 'PUNCT', 'VERB', 'NOUN', 'NOUN', 'X', 'X', 'ADJ', 'VERB', 'PUNCT', 'ADP', 'CCONJ', 'X', 'X', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'PRON', 'NOUN', 'PUNCT']	['nsubj', 'fixed', 'fixed', 'fixed', 'cc', 'conj', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'punct', 'punct', 'conj', 'nsubj', 'appos', 'fixed', 'advmod', 'ROOT', 'punct', 'case', 'cc', 'fixed', 'fixed', 'fixed', 'obl', 'punct', 'case', 'fixed', 'fixed', 'obl', 'punct']	[['One', 'of', 'these'], ['of', 'these', 'consists'], ['these', 'consists', 'of'], ['consists', 'of', 'tribes'], ['of', 'tribes', 'whose'], ['tribes', 'whose', 'kings'], ['whose', 'kings', 'and'], ['kings', 'and', 'princes'], ['and', 'princes', 'have'], ['princes', 'have', 'been'], ['have', 'been', 'content'], ['been', 'content', 'to'], ['content', 'to', 'be'], ['to', 'be', 'tributary'], ['be', 'tributary', 'to'], ['tributary', 'to', 'Holland,'], ['to', 'Holland,', 'but'], ['Holland,', 'but', 'have'], ['but', 'have', 'nevertheless'], ['have', 'nevertheless', 'retained'], ['nevertheless', 'retained', 'the'], ['retained', 'the', 'direct'], ['the', 'direct', 'government,'], ['direct', 'government,', 'in'], ['government,', 'in', 'a'], ['in', 'a', 'greater'], ['a', 'greater', 'or'], ['greater', 'or', 'less'], ['or', 'less', 'degree,'], ['less', 'degree,', 'in'], ['degree,', 'in', 'their'], ['in', 'their', 'own'], ['their', 'own', 'hands.']]
803	The other division, to which the whole of Java belongs, with a very trifling, perhaps only apparent exception, is totally and directly subject to Holland.	stern	154	25	['X', 'X', 'NOUN', 'PUNCT', 'X', 'X', 'X', 'NOUN', 'CCONJ', 'PROPN', 'NOUN', 'PUNCT', 'X', 'X', 'X', 'NOUN', 'PUNCT', 'NOUN', 'PROPN', 'NOUN', 'X', 'PUNCT', 'AUX', 'X', 'X', 'VERB', 'NOUN', 'X', 'PROPN', 'PUNCT']	['ROOT', 'fixed', 'fixed', 'punct', 'conj', 'fixed', 'fixed', 'fixed', 'cc', 'conj', 'fixed', 'punct', 'appos', 'cc', 'fixed', 'fixed', 'punct', 'conj', 'obj', 'ROOT', 'nsubj', 'punct', 'cop', 'obl', 'fixed', 'amod', 'ROOT', 'case', 'nmod', 'punct']	[['The', 'other', 'division,'], ['other', 'division,', 'to'], ['division,', 'to', 'which'], ['to', 'which', 'the'], ['which', 'the', 'whole'], ['the', 'whole', 'of'], ['whole', 'of', 'Java'], ['of', 'Java', 'belongs,'], ['Java', 'belongs,', 'with'], ['belongs,', 'with', 'a'], ['with', 'a', 'very'], ['a', 'very', 'trifling,'], ['very', 'trifling,', 'perhaps'], ['trifling,', 'perhaps', 'only'], ['perhaps', 'only', 'apparent'], ['only', 'apparent', 'exception,'], ['apparent', 'exception,', 'is'], ['exception,', 'is', 'totally'], ['is', 'totally', 'and'], ['totally', 'and', 'directly'], ['and', 'directly', 'subject'], ['directly', 'subject', 'to'], ['subject', 'to', 'Holland.']]
804	There is here no question about tribute, tax, or alliance.	stern	58	10	['PROPN', 'AUX', 'ADJ', 'X', 'X', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'X', 'X', 'PUNCT']	['nsubj', 'cop', 'nmod', 'fixed', 'iobj', 'ROOT', 'advmod', 'punct', 'conj', 'punct', 'parataxis', 'fixed', 'punct']	[['There', 'is', 'here'], ['is', 'here', 'no'], ['here', 'no', 'question'], ['no', 'question', 'about'], ['question', 'about', 'tribute,'], ['about', 'tribute,', 'tax,'], ['tribute,', 'tax,', 'or'], ['tax,', 'or', 'alliance.']]
805	The Javanese is a Dutch subject.	stern	32	6	['PROPN', 'PROPN', 'X', 'X', 'X', 'X', 'PUNCT']	['ROOT', 'flat', 'flat', 'fixed', 'fixed', 'fixed', 'punct']	[['The', 'Javanese', 'is'], ['Javanese', 'is', 'a'], ['is', 'a', 'Dutch'], ['a', 'Dutch', 'subject.']]
806	The King of Holland is his king.	stern	32	7	['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'AUX', 'X', 'NOUN', 'PUNCT']	['ROOT', 'flat', 'cc', 'conj', 'cop', 'nsubj', 'parataxis', 'punct']	[['The', 'King', 'of'], ['King', 'of', 'Holland'], ['of', 'Holland', 'is'], ['Holland', 'is', 'his'], ['is', 'his', 'king.']]
807	The descendants of his former princes and lords are Dutch functionaries: they are appointed, transferred, promoted, dismissed, by the Governor-General, who reigns in name of the King.	stern	183	27	['X', 'PROPN', 'CCONJ', 'X', 'NOUN', 'NOUN', 'X', 'X', 'X', 'X', 'X', 'PUNCT', 'NOUN', 'X', 'X', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'X', 'X', 'PROPN', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'X', 'PROPN', 'PUNCT']	['ROOT', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'punct', 'parataxis', 'fixed', 'fixed', 'punct', 'conj', 'punct', 'conj', 'punct', 'parataxis', 'punct', 'parataxis', 'fixed', 'fixed', 'punct', 'fixed', 'fixed', 'amod', 'fixed', 'fixed', 'fixed', 'fixed', 'punct']	[['The', 'descendants', 'of'], ['descendants', 'of', 'his'], ['of', 'his', 'former'], ['his', 'former', 'princes'], ['former', 'princes', 'and'], ['princes', 'and', 'lords'], ['and', 'lords', 'are'], ['lords', 'are', 'Dutch'], ['are', 'Dutch', 'functionaries:'], ['Dutch', 'functionaries:', 'they'], ['functionaries:', 'they', 'are'], ['they', 'are', 'appointed,'], ['are', 'appointed,', 'transferred,'], ['appointed,', 'transferred,', 'promoted,'], ['transferred,', 'promoted,', 'dismissed,'], ['promoted,', 'dismissed,', 'by'], ['dismissed,', 'by', 'the'], ['by', 'the', 'Governor-General,'], ['the', 'Governor-General,', 'who'], ['Governor-General,', 'who', 'reigns'], ['who', 'reigns', 'in'], ['reigns', 'in', 'name'], ['in', 'name', 'of'], ['name', 'of', 'the'], ['of', 'the', 'King.']]
808	Criminals are condemned and punished by a law made at the Hague.	stern	64	12	['SCONJ', 'ADJ', 'X', 'X', 'X', 'X', 'X', 'X', 'NOUN', 'X', 'X', 'PROPN', 'PUNCT']	['mark', 'amod', 'ROOT', 'fixed', 'fixed', 'appos', 'cc', 'fixed', 'fixed', 'appos', 'appos', 'fixed', 'punct']	[['Criminals', 'are', 'condemned'], ['are', 'condemned', 'and'], ['condemned', 'and', 'punished'], ['and', 'punished', 'by'], ['punished', 'by', 'a'], ['by', 'a', 'law'], ['a', 'law', 'made'], ['law', 'made', 'at'], ['made', 'at', 'the'], ['at', 'the', 'Hague.']]
809	The taxes paid by the Javanese flow into the Exchequer of Holland.	stern	66	12	['PROPN', 'PROPN', 'VERB', 'X', 'X', 'X', 'X', 'NOUN', 'X', 'X', 'CCONJ', 'PROPN', 'PUNCT']	['nsubj', 'fixed', 'ROOT', 'obj', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'cc', 'conj', 'punct']	[['The', 'taxes', 'paid'], ['taxes', 'paid', 'by'], ['paid', 'by', 'the'], ['by', 'the', 'Javanese'], ['the', 'Javanese', 'flow'], ['Javanese', 'flow', 'into'], ['flow', 'into', 'the'], ['into', 'the', 'Exchequer'], ['the', 'Exchequer', 'of'], ['Exchequer', 'of', 'Holland.']]
810	This book will treat chiefly of these Dutch possessions, which form an integral part of the kingdom of Holland.	stern	111	19	['ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'CCONJ', 'ADJ', 'X', 'X', 'PUNCT', 'PRON', 'NOUN', 'INTJ', 'ADJ', 'ADJ', 'CCONJ', 'X', 'NOUN', 'CCONJ', 'PROPN', 'PUNCT']	['amod', 'fixed', 'nmod', 'obl', 'nmod', 'cc', 'conj', 'nmod', 'fixed', 'punct', 'parataxis', 'conj', 'fixed', 'amod', 'ROOT', 'fixed', 'fixed', 'fixed', 'cc', 'conj', 'punct']	[['This', 'book', 'will'], ['book', 'will', 'treat'], ['will', 'treat', 'chiefly'], ['treat', 'chiefly', 'of'], ['chiefly', 'of', 'these'], ['of', 'these', 'Dutch'], ['these', 'Dutch', 'possessions,'], ['Dutch', 'possessions,', 'which'], ['possessions,', 'which', 'form'], ['which', 'form', 'an'], ['form', 'an', 'integral'], ['an', 'integral', 'part'], ['integral', 'part', 'of'], ['part', 'of', 'the'], ['of', 'the', 'kingdom'], ['the', 'kingdom', 'of'], ['kingdom', 'of', 'Holland.']]
811	The Governor-General is assisted by a Senate, but this Senate has no power to modify his resolutions.	stern	101	17	['PROPN', 'PROPN', 'AUX', 'X', 'X', 'X', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'PROPN', 'NOUN', 'X', 'NOUN', 'X', 'X', 'VERB', 'ADJ', 'PUNCT']	['nsubj', 'flat', 'cop', 'nmod', 'fixed', 'fixed', 'fixed', 'punct', 'conj', 'conj', 'appos', 'ROOT', 'amod', 'fixed', 'ROOT', 'fixed', 'fixed', 'fixed', 'punct']	[['The', 'Governor-General', 'is'], ['Governor-General', 'is', 'assisted'], ['is', 'assisted', 'by'], ['assisted', 'by', 'a'], ['by', 'a', 'Senate,'], ['a', 'Senate,', 'but'], ['Senate,', 'but', 'this'], ['but', 'this', 'Senate'], ['this', 'Senate', 'has'], ['Senate', 'has', 'no'], ['has', 'no', 'power'], ['no', 'power', 'to'], ['power', 'to', 'modify'], ['to', 'modify', 'his'], ['modify', 'his', 'resolutions.']]
812	At Batavia, the different branches of the Government are divided into departments, with Directors at their head, who form the link between the supreme direction of the Governor General and the Kesidents in the provinces.	stern	220	35	['PROPN', 'PROPN', 'PUNCT', 'X', 'X', 'ADJ', 'CCONJ', 'X', 'PROPN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'PUNCT', 'X', 'PROPN', 'PROPN', 'ADJ', 'X', 'PUNCT', 'X', 'X', 'X', 'NOUN', 'X', 'X', 'ADJ', 'NOUN', 'X', 'X', 'PROPN', 'PROPN', 'X', 'X', 'PROPN', 'ADP', 'X', 'NOUN', 'PUNCT']	['nsubj', 'flat', 'punct', 'conj', 'fixed', 'ROOT', 'cc', 'case', 'fixed', 'amod', 'amod', 'conj', 'nmod', 'punct', 'conj', 'nsubj', 'ROOT', 'amod', 'obj', 'punct', 'appos', 'fixed', 'fixed', 'fixed', 'obj', 'fixed', 'fixed', 'fixed', 'flat', 'flat', 'flat', 'flat', 'appos', 'fixed', 'fixed', 'case', 'obl', 'fixed', 'punct']	[['At', 'Batavia,', 'the'], ['Batavia,', 'the', 'different'], ['the', 'different', 'branches'], ['different', 'branches', 'of'], ['branches', 'of', 'the'], ['of', 'the', 'Government'], ['the', 'Government', 'are'], ['Government', 'are', 'divided'], ['are', 'divided', 'into'], ['divided', 'into', 'departments,'], ['into', 'departments,', 'with'], ['departments,', 'with', 'Directors'], ['with', 'Directors', 'at'], ['Directors', 'at', 'their'], ['at', 'their', 'head,'], ['their', 'head,', 'who'], ['head,', 'who', 'form'], ['who', 'form', 'the'], ['form', 'the', 'link'], ['the', 'link', 'between'], ['link', 'between', 'the'], ['between', 'the', 'supreme'], ['the', 'supreme', 'direction'], ['supreme', 'direction', 'of'], ['direction', 'of', 'the'], ['of', 'the', 'Governor'], ['the', 'Governor', 'General'], ['Governor', 'General', 'and'], ['General', 'and', 'the'], ['and', 'the', 'Kesidents'], ['the', 'Kesidents', 'in'], ['Kesidents', 'in', 'the'], ['in', 'the', 'provinces.']]
813	Yet in matters of a political nature these Residents apply directly to the Governor-General.	stern	92	14	['ADP', 'ADP', 'NOUN', 'CCONJ', 'X', 'X', 'X', 'ADJ', 'PROPN', 'NOUN', 'ADJ', 'X', 'X', 'X', 'PUNCT']	['nsubj', 'case', 'obl', 'cc', 'cc', 'nmod', 'nmod', 'amod', 'nmod', 'obl', 'ROOT', 'fixed', 'fixed', 'fixed', 'punct']	[['Yet', 'in', 'matters'], ['in', 'matters', 'of'], ['matters', 'of', 'a'], ['of', 'a', 'political'], ['a', 'political', 'nature'], ['political', 'nature', 'these'], ['nature', 'these', 'Residents'], ['these', 'Residents', 'apply'], ['Residents', 'apply', 'directly'], ['apply', 'directly', 'to'], ['directly', 'to', 'the'], ['to', 'the', 'Governor-General.']]
